article_id,article_publish_date,title,topic_desc,country_desc
730054,23/08/2018,Ontario Announces Its Cannabis Retail Model (Again),"Food, Drugs, Healthcare, Life Sciences",Canada
730248,23/08/2018,Requiring permanent eligibility to work in Canada is discriminatory: Human Rights Tribunal of Ontario,Employment and HR,Canada
730048,23/08/2018,British Columbia Releases Retail And Product Applications,"Food, Drugs, Healthcare, Life Sciences",Canada
730264,23/08/2018,Charities And Political Activities: What Now?,Corporate/Commercial Law,Canada
730114,23/08/2018,The Dangers Of Sharing: Court Determines That Facebook Posts And Messages Do Not Have An Objective Reasonable Expectation Of Privacy,Privacy,Canada
730192,23/08/2018,Federal Court Of Appeal Confirms Tax Deductibility Of Oversight Expenses In M&A Transactions,Corporate/Commercial Law,Canada
730208,23/08/2018,Franchise And Retail In The Cannabis Industry,"Food, Drugs, Healthcare, Life Sciences",Canada
730236,23/08/2018,Multiple Taxpayers Successfully Sue The CRA For Damages In Negligence: Ludmer et al c. Attorney General Of Canada,Tax,Canada
730246,23/08/2018,Not Necessarily Here: Ontario Court Of Appeal Clarifies Jurisdictional Limits For Secondary Market Misrepresentation Claims,Corporate/Commercial Law,Canada
730260,23/08/2018,The Dangers Of Discount Patent Services - You Get What You Pay For,Intellectual Property,Canada
730358,23/08/2018,CSA Publishes Results Of Continuous Disclosure Reviews,Corporate/Commercial Law,Canada
730362,23/08/2018,BC Court Of Appeal Upholds 5 Months&#39; Notice For 12 Months Of Service,Employment and HR,Canada
730268,23/08/2018,Supreme Court Defers To Law Societies In Denial Of TWU's Law School,"Litigation, Mediation & Arbitration",Canada
730364,23/08/2018,The Alberta Securities Commission Expands Prospectus Exemptions For Distributions Outside Alberta,Corporate/Commercial Law,Canada
730598,24/08/2018,Court Of Appeal Summaries (August 13 – 17),"Litigation, Mediation & Arbitration",Canada
730280,24/08/2018,How Fetal Heartrate Monitoring Prevents Birth Injuries: Part 2,"Food, Drugs, Healthcare, Life Sciences",Canada
730498,24/08/2018,"You Snooze, You Lose Control Of The Process: How Local Governments Can Maintain Control Of Non-Medical Retail Cannabis Licensing","Food, Drugs, Healthcare, Life Sciences",Canada
730478,24/08/2018,Canada Without Poverty Decision Appealed And Federal Government Announces Changes To The Political Activities Rules In The Income Tax Act,Corporate/Commercial Law,Canada
730628,24/08/2018,Canadian Privacy Commissioner Says Public Profiles Are Private,Privacy,Canada
727932,15/08/2018,Does Your Full And Final Release Cover #MeToo?,Employment and HR,Canada
727930,15/08/2018,"Cannabis Becomes Legal On October 17, 2018 – Is Your Workplace Ready?",Employment and HR,Canada
726054,07/08/2018,Untangling Patent Rights: When Employees And Contractors Invent,Intellectual Property,Canada
726044,07/08/2018,New Addition Regarding Trade-Marks Regulations In Canada – Divisional Applications,Intellectual Property,Canada
726034,07/08/2018,Should Canadians Worry About The European Union&#39;s General Data Protection Regulation (GDPR)?,Privacy,Canada
726020,07/08/2018,Are Blockchain Developers Also Developing A Patent Protection Strategy? A Look At Patent Filing Activities In The Area Of Blockchain,Intellectual Property,Canada
730396,24/08/2018,Ontario&#39;s Evolving Cannabis Retail Model,"Food, Drugs, Healthcare, Life Sciences",Canada
730594,24/08/2018,The Crown Pierces The Corporate Veil:  Court Imposes Liability On Individual For Fines Imposed Against A Corporate Defendant,Corporate/Commercial Law,Canada
730430,24/08/2018,"Excess Cash, Excess Tax – What&#39;s On Your Balance Sheet?",Tax,Canada
730572,24/08/2018,The Latest On Representations And Warranties In Real Estate Contracts,Real Estate and Construction,Canada
730520,24/08/2018,No fair go makes employee dismissal for a valid reason unfair,Employment and HR,Australia
730532,24/08/2018,Trends: M&A strong in first half of 2018,Corporate/Commercial Law,Australia
730530,24/08/2018,Family and domestic violence leave – Key features for employees and employers,Employment and HR,Australia
730526,24/08/2018,Federal Court decision highlights the urgent need for change to income tax residency rules for individuals,Tax,Australia
730540,24/08/2018,Can landlords and tenants agree that the Retail Shop Leases Act 1994 (Qld) applies to a lease?,Real Estate and Construction,Australia
730546,24/08/2018,Are your casual employees actually casuals?,Employment and HR,Australia
730744,26/08/2018,The Gould appeal of medical negligence: irrational yet widely accepted practice?,"Litigation, Mediation & Arbitration",Australia
730742,26/08/2018,A casual conundrum: Federal Court confirms substance over form when assessing casual employment,Employment and HR,Australia
730768,26/08/2018,Queensland Government Bulletin – 21 August 2018,"Government, Public Sector",Australia
730766,26/08/2018,Planning & Environment News – 22 August 2018,Real Estate and Construction,Australia
730764,26/08/2018,Healthcare News – 21 August 2018,"Food, Drugs, Healthcare, Life Sciences",Australia
730756,26/08/2018,Casual employment: The new rules of engagement,Employment and HR,Australia
730754,26/08/2018,"Fall once, shame on me; Fall twice, claim on you - workers compensation",Employment and HR,Australia
730748,26/08/2018,Defamatory statements against McDonalds owner comes back to bite defendant,"Litigation, Mediation & Arbitration",Australia
730808,28/08/2018,Wait! What About That Conflict Of Interest?,"Litigation, Mediation & Arbitration",Canada
730774,28/08/2018,What is consequential loss and how do I deal with it in my contract?,Corporate/Commercial Law,Australia
730778,28/08/2018,NSW Government Bulletin - 22 August 2018,Real Estate and Construction,Australia
730782,28/08/2018,NSW Government Bulletin - 22 August 2018,"Government, Public Sector",Australia
730784,28/08/2018,"Work, Health and Safety News - 22 August 2018",Employment and HR,Australia
730788,28/08/2018,Unfair Dismissal Update - August 2018,Employment and HR,Australia
730796,28/08/2018,Transitioning to the new Australian Financial Complaints Authority,Finance and Banking,Australia
730800,28/08/2018,Directing an employee to attend an independent medical assessment,Employment and HR,Australia
730828,28/08/2018,Are you being underpaid?  Are you underpaying your staff?,Employment and HR,Australia
730864,28/08/2018,ATO response to High Court decision in Bywater,Tax,Australia
730874,28/08/2018,10 Key Differences Between Canadian And U.S. Employment Laws,Employment and HR,Canada
730930,28/08/2018,CSA Issues Notice Of Revocation Of Exemptions To Securities Registration,Corporate/Commercial Law,Canada
730910,28/08/2018,Court Of Appeal Outlines Key Principles On Suspending Employees With And Without Pay,Employment and HR,Canada
730946,28/08/2018,Rules Of The Game (Part 1): Copyright Protection Of Video Games In Canada,Intellectual Property,Canada
731012,28/08/2018,Ontario Court Awards $2.35 Million In Costs To Successful Defendants In Proposed Antitrust Class Proceeding,"Litigation, Mediation & Arbitration",Canada
731264,29/08/2018,HERCEPTIN Patents Survive Preliminary Non-Infringement Challenge In The First Motion Under Section 6.08 Of The Patented Medicines (Notice Of Compliance) Regulations,Intellectual Property,Canada
731366,29/08/2018,Clean Sweep For Teva In VELCADE Patent Action,Intellectual Property,Canada
731400,29/08/2018,Teva Succeeds In Section 8 Bortezomib Action; Infringement Counterclaim Dismissed,"Food, Drugs, Healthcare, Life Sciences",Canada
731404,29/08/2018,Eli Lilly&#39;s EFFIENT Combination Use Patent Found Obvious,"Food, Drugs, Healthcare, Life Sciences",Canada
731412,29/08/2018,Federal Court Dismisses First Motion For Early Dismissal Under Amended PMNOC Regulations,"Food, Drugs, Healthcare, Life Sciences",Canada
731142,29/08/2018,Submission to the ALRC: Inquiry into Class Action Proceedings and Third Party Litigation Funding,"Litigation, Mediation & Arbitration",Australia
731144,29/08/2018,"Was it an inexperienced doctor, unnecessary surgery or just bad luck? Which case won?","Litigation, Mediation & Arbitration",Australia
731092,29/08/2018,Taking The High Road: Canadians Crossing The US Border,"Food, Drugs, Healthcare, Life Sciences",Canada
731114,29/08/2018,"The Future Is Green, But Cloudy","Food, Drugs, Healthcare, Life Sciences",Canada
731222,29/08/2018,"Securities Commissions Revoke ""Northwest Exemption"" In Certain Jurisdictions",Corporate/Commercial Law,Canada
731274,29/08/2018,The Buyback Bonanza Makes A Return,Corporate/Commercial Law,Canada
731282,29/08/2018,Detecting Overhydration In Brain Injury Patients,"Food, Drugs, Healthcare, Life Sciences",Canada
731328,29/08/2018,(Don&#39;t) Knock It Off!,Intellectual Property,Canada
731372,29/08/2018,A Primer On Cannabis Legalization And Real Estate Issues In British Columbia And Alberta,Real Estate and Construction,Canada
731384,29/08/2018,CRTC Imposes Penalties On Two Companies For Distributing Malware Online,Privacy,Canada
731308,29/08/2018,The Interplay Between Workers&#39; Compensation And The Duty To Accommodate,Employment and HR,Canada
730912,29/08/2018,New Powers For The AMF To Restructure Certain Financially Distressed Québec FI&#39;s,Corporate/Commercial Law,Canada
731158,29/08/2018,Changes To The New Home Warranty Program – Part 1: Goodbye Builders Arbitration Forum?!,Real Estate and Construction,Canada
731552,30/08/2018,Dispute between Dunlop and Goodyear highlights importance of maintaining control over use of marks,Intellectual Property,Australia
731578,30/08/2018,Federal Court Of Appeal Dismisses Apotex&#39;s Appeal In Judicial Review Of Health Canada Decision Seeking Further Information From Facilities In India,"Food, Drugs, Healthcare, Life Sciences",Canada
731588,30/08/2018,Health Canada To Implement Further Pre-Market Transparency Initiatives For Prescription Drugs,"Food, Drugs, Healthcare, Life Sciences",Canada
731590,30/08/2018,2017-2018 Statistical Report For PMNOC Regulations And Data Protection,"Food, Drugs, Healthcare, Life Sciences",Canada
731778,30/08/2018,Loss Of Legal Privilege Over Cyberattack Investigation Report,"Litigation, Mediation & Arbitration",Canada
731530,30/08/2018,A millennials dream: To lease a house,Real Estate and Construction,Australia
731534,30/08/2018,Thou shalt not pass … even though conditional approval says you can!,Real Estate and Construction,Australia
731536,30/08/2018,Look out! Pedestrians running in front of vehicles - avoidable or not?,"Litigation, Mediation & Arbitration",Australia
731540,30/08/2018,Short Term Stayz - Short-term rental accommodation in NSW,Real Estate and Construction,Australia
731542,30/08/2018,Abuse from the general public: The obligations of employers,Employment and HR,Australia
731556,30/08/2018,The requirement for certainty and specificity in building orders and direction notices,"Government, Public Sector",Australia
731558,30/08/2018,How to get in - Powers of entry under the Public Health Act,"Food, Drugs, Healthcare, Life Sciences",Australia
731564,30/08/2018,"Assignment of lease of commercial premises: To consent or not to consent … That is the question, if you are a landlord",Real Estate and Construction,Australia
731566,30/08/2018,Unlocking the value – applying Early Contractor Involvement (ECI) to service contracts,Real Estate and Construction,Australia
731474,30/08/2018,FDA Approval For RNAi Therapeutic Provides Boost For Entire Field,Intellectual Property,Australia
731576,30/08/2018,An update on ipso facto law reform,Real Estate and Construction,Australia
731582,30/08/2018,Delaying the phasing out of interim occupation certificates in NSW,Real Estate and Construction,Australia
731584,30/08/2018,Employee resignation not forced,Employment and HR,Australia
731508,30/08/2018,Top 10 Legal Tips For Start-Ups – Part 1 Of 3,Corporate/Commercial Law,Canada
731602,30/08/2018,Juries Behaving Badly,"Litigation, Mediation & Arbitration",Canada
399550,30/08/2018,Circumstantial Evidence And Insider Trading,Corporate/Commercial Law,Canada
731748,30/08/2018,Court Declares 10 Per Cent Limit On Political Activities By Charities Unconstitutional,Corporate/Commercial Law,Canada
731676,30/08/2018,Demystifying Construction Management Contracts,Real Estate and Construction,Canada
731718,30/08/2018,The End Of Anonymous Land Ownership In British Columbia Updated – Extended Comment Period And New Reporting Requirements,Real Estate and Construction,Canada
731802,30/08/2018,What B.C.&#39;s New Community Benefits Agreement Means For Infrastructure Projects,Real Estate and Construction,Canada
728314,31/08/2018,Due Diligence Before Becoming A Director Of A Cannabis Company,Corporate/Commercial Law,Canada
731386,31/08/2018,Litigation Funding Agreements: Does The Federal Court Lack Jurisdiction To Approve Third Party Funding Agreements?,"Litigation, Mediation & Arbitration",Canada
731988,31/08/2018,Residential Focus – 29 August 2018: Part 2,Real Estate and Construction,Australia
732092,31/08/2018,More On Statutory Holidays,Employment and HR,Canada
732164,31/08/2018,"Is your Privilege Protected? Ontario Court Revisits Doctrine of ""Implied Waiver of Privilege"" in Recent Decision","Litigation, Mediation & Arbitration",Canada
